"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 14 16:18:30 GMT 2025","Tue Oct 14 16:18:35 GMT 2025","4866","LMS system","Courses","Courses","","","Create course",""
"passed","Tue Oct 14 16:18:32 GMT 2025","Tue Oct 14 16:18:32 GMT 2025","0","tests.pytest","test_markers","TestUserAuthentication","","","test_logout",""
"passed","Tue Oct 14 16:18:37 GMT 2025","Tue Oct 14 16:18:37 GMT 2025","0","tests.pytest","test_markers","TestUserAuthentication","","","test_login",""
"passed","Tue Oct 14 16:18:29 GMT 2025","Tue Oct 14 16:18:31 GMT 2025","2387","LMS system","Authentication","Authorization","","","Attempt to login with email: user.name@gmail.com",""
"passed","Tue Oct 14 16:18:32 GMT 2025","Tue Oct 14 16:18:32 GMT 2025","0","tests.pytest","test_markers","TestUserInterface","","","test_forgot_password_link",""
"passed","Tue Oct 14 16:18:32 GMT 2025","Tue Oct 14 16:18:32 GMT 2025","0","tests.pytest","test_markers","TestUserAuthentication","","","test_password_reset",""
"passed","Tue Oct 14 16:18:26 GMT 2025","Tue Oct 14 16:18:28 GMT 2025","2577","LMS system","Authentication","Authorization","","","Attempt to login with email:   ",""
"passed","Tue Oct 14 16:18:26 GMT 2025","Tue Oct 14 16:18:28 GMT 2025","2693","LMS system","Authentication","Authorization","","","Attempt to login with email: user.name@gmail.com",""
"passed","Tue Oct 14 16:18:28 GMT 2025","Tue Oct 14 16:18:30 GMT 2025","1952","LMS system","Courses","Courses","","","Check displaying of empty courses list",""
"passed","Tue Oct 14 16:18:32 GMT 2025","Tue Oct 14 16:18:32 GMT 2025","0","tests.pytest","test_markers","","","","test_critical_login",""
"passed","Tue Oct 14 16:18:32 GMT 2025","Tue Oct 14 16:18:32 GMT 2025","0","tests.pytest","test_markers","","","","test_regression_case",""
"passed","Tue Oct 14 16:18:26 GMT 2025","Tue Oct 14 16:18:28 GMT 2025","2301","LMS system","Authentication","Authorization","","","Navigation from login page to registration page",""
"passed","Tue Oct 14 16:18:35 GMT 2025","Tue Oct 14 16:18:39 GMT 2025","4003","LMS system","Courses","Courses","","","Edit course",""
"passed","Tue Oct 14 16:18:29 GMT 2025","Tue Oct 14 16:18:33 GMT 2025","4396","LMS system","Authentication","Authorization","","","User login with correct email and password",""
"passed","Tue Oct 14 16:18:36 GMT 2025","Tue Oct 14 16:18:38 GMT 2025","2073","LMS system","Dashboard","Dashboard","","","Check displaying of dashboard page",""
"passed","Tue Oct 14 16:18:29 GMT 2025","Tue Oct 14 16:18:32 GMT 2025","2928","LMS system","Authentication","Registration","","","Registration with correct email, username and password",""
