"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 13 15:06:45 GMT 2025","Mon Oct 13 15:06:47 GMT 2025","1692","LMS system","Authentication","Authorization","","","Navigation from login page to registration page",""
"passed","Mon Oct 13 15:06:51 GMT 2025","Mon Oct 13 15:06:51 GMT 2025","0","tests.pytest","test_markers","","","","test_critical_login",""
"passed","Mon Oct 13 15:06:51 GMT 2025","Mon Oct 13 15:06:51 GMT 2025","0","tests.pytest","test_markers","TestUserInterface","","","test_forgot_password_link",""
"passed","Mon Oct 13 15:06:58 GMT 2025","Mon Oct 13 15:06:58 GMT 2025","0","tests.pytest","test_markers","TestUserAuthentication","","","test_password_reset",""
"passed","Mon Oct 13 15:06:55 GMT 2025","Mon Oct 13 15:06:57 GMT 2025","1993","LMS system","Dashboard","Dashboard","","","Check displaying of dashboard page",""
"passed","Mon Oct 13 15:06:47 GMT 2025","Mon Oct 13 15:06:49 GMT 2025","2740","LMS system","Authentication","Registration","","","Registration with correct email, username and password",""
"passed","Mon Oct 13 15:06:51 GMT 2025","Mon Oct 13 15:06:51 GMT 2025","1","tests.pytest","test_markers","","","","test_regression_case",""
"passed","Mon Oct 13 15:06:48 GMT 2025","Mon Oct 13 15:06:52 GMT 2025","4294","LMS system","Authentication","Authorization","","","User login with correct email and password",""
"passed","Mon Oct 13 15:06:53 GMT 2025","Mon Oct 13 15:06:57 GMT 2025","4456","LMS system","Courses","Courses","","","Edit course",""
"passed","Mon Oct 13 15:06:50 GMT 2025","Mon Oct 13 15:06:55 GMT 2025","4879","LMS system","Courses","Courses","","","Create course",""
"passed","Mon Oct 13 15:06:56 GMT 2025","Mon Oct 13 15:06:56 GMT 2025","0","tests.pytest","test_markers","TestUserAuthentication","","","test_login",""
"passed","Mon Oct 13 15:06:47 GMT 2025","Mon Oct 13 15:06:49 GMT 2025","1794","LMS system","Courses","Courses","","","Check displaying of empty courses list",""
"passed","Mon Oct 13 15:06:48 GMT 2025","Mon Oct 13 15:06:50 GMT 2025","2137","LMS system","Authentication","Authorization","","","Attempt to login with email: user.name@gmail.com",""
"passed","Mon Oct 13 15:06:51 GMT 2025","Mon Oct 13 15:06:51 GMT 2025","0","tests.pytest","test_markers","TestUserAuthentication","","","test_logout",""
"passed","Mon Oct 13 15:06:45 GMT 2025","Mon Oct 13 15:06:47 GMT 2025","2632","LMS system","Authentication","Authorization","","","Attempt to login with email: user.name@gmail.com",""
"passed","Mon Oct 13 15:06:45 GMT 2025","Mon Oct 13 15:06:47 GMT 2025","2625","LMS system","Authentication","Authorization","","","Attempt to login with email:   ",""
