"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 14 17:25:45 GMT 2025","Tue Oct 14 17:25:50 GMT 2025","4556","LMS system","Authentication","Authorization","","","User login with correct email and password",""
"passed","Tue Oct 14 17:25:42 GMT 2025","Tue Oct 14 17:25:44 GMT 2025","2434","LMS system","Authentication","Authorization","","","Navigation from login page to registration page",""
"passed","Tue Oct 14 17:25:50 GMT 2025","Tue Oct 14 17:25:50 GMT 2025","0","tests.pytest","test_markers","","","","test_critical_login",""
"passed","Tue Oct 14 17:25:51 GMT 2025","Tue Oct 14 17:25:53 GMT 2025","2583","LMS system","Dashboard","Dashboard","","","Check displaying of dashboard page",""
"passed","Tue Oct 14 17:25:47 GMT 2025","Tue Oct 14 17:25:52 GMT 2025","5252","LMS system","Courses","Courses","","","Create course",""
"passed","Tue Oct 14 17:25:42 GMT 2025","Tue Oct 14 17:25:44 GMT 2025","2549","LMS system","Authentication","Authorization","","","Attempt to login with email:   ",""
"passed","Tue Oct 14 17:25:45 GMT 2025","Tue Oct 14 17:25:47 GMT 2025","2339","LMS system","Authentication","Authorization","","","Attempt to login with email: user.name@gmail.com",""
"passed","Tue Oct 14 17:25:50 GMT 2025","Tue Oct 14 17:25:50 GMT 2025","0","tests.pytest","test_markers","","","","test_regression_case",""
"passed","Tue Oct 14 17:25:50 GMT 2025","Tue Oct 14 17:25:50 GMT 2025","0","tests.pytest","test_markers","TestUserInterface","","","test_forgot_password_link",""
"passed","Tue Oct 14 17:25:54 GMT 2025","Tue Oct 14 17:25:54 GMT 2025","0","tests.pytest","test_markers","TestUserAuthentication","","","test_login",""
"passed","Tue Oct 14 17:25:45 GMT 2025","Tue Oct 14 17:25:47 GMT 2025","2226","LMS system","Authentication","Registration","","","Registration with correct email, username and password",""
"passed","Tue Oct 14 17:25:42 GMT 2025","Tue Oct 14 17:25:44 GMT 2025","2267","LMS system","Authentication","Authorization","","","Attempt to login with email: user.name@gmail.com",""
"passed","Tue Oct 14 17:25:56 GMT 2025","Tue Oct 14 17:25:56 GMT 2025","0","tests.pytest","test_markers","TestUserAuthentication","","","test_password_reset",""
"passed","Tue Oct 14 17:25:54 GMT 2025","Tue Oct 14 17:25:54 GMT 2025","0","tests.pytest","test_markers","TestUserAuthentication","","","test_logout",""
"passed","Tue Oct 14 17:25:44 GMT 2025","Tue Oct 14 17:25:46 GMT 2025","1906","LMS system","Courses","Courses","","","Check displaying of empty courses list",""
"passed","Tue Oct 14 17:25:50 GMT 2025","Tue Oct 14 17:25:55 GMT 2025","4350","LMS system","Courses","Courses","","","Edit course",""
