"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 14 17:10:25 GMT 2025","Tue Oct 14 17:10:30 GMT 2025","4667","LMS system","Authentication","Authorization","","","User login with correct email and password",""
"passed","Tue Oct 14 17:10:30 GMT 2025","Tue Oct 14 17:10:30 GMT 2025","0","tests.pytest","test_markers","","","","test_regression_case",""
"passed","Tue Oct 14 17:10:25 GMT 2025","Tue Oct 14 17:10:28 GMT 2025","2682","LMS system","Authentication","Registration","","","Registration with correct email, username and password",""
"passed","Tue Oct 14 17:10:30 GMT 2025","Tue Oct 14 17:10:30 GMT 2025","0","tests.pytest","test_markers","","","","test_critical_login",""
"passed","Tue Oct 14 17:10:24 GMT 2025","Tue Oct 14 17:10:26 GMT 2025","1803","LMS system","Courses","Courses","","","Check displaying of empty courses list",""
"passed","Tue Oct 14 17:10:31 GMT 2025","Tue Oct 14 17:10:35 GMT 2025","4265","LMS system","Courses","Courses","","","Edit course",""
"passed","Tue Oct 14 17:10:25 GMT 2025","Tue Oct 14 17:10:27 GMT 2025","2098","LMS system","Authentication","Authorization","","","Attempt to login with email: user.name@gmail.com",""
"passed","Tue Oct 14 17:10:22 GMT 2025","Tue Oct 14 17:10:24 GMT 2025","2206","LMS system","Authentication","Authorization","","","Navigation from login page to registration page",""
"passed","Tue Oct 14 17:10:33 GMT 2025","Tue Oct 14 17:10:33 GMT 2025","0","tests.pytest","test_markers","TestUserAuthentication","","","test_password_reset",""
"passed","Tue Oct 14 17:10:31 GMT 2025","Tue Oct 14 17:10:33 GMT 2025","2369","LMS system","Dashboard","Dashboard","","","Check displaying of dashboard page",""
"passed","Tue Oct 14 17:10:22 GMT 2025","Tue Oct 14 17:10:25 GMT 2025","2590","LMS system","Authentication","Authorization","","","Attempt to login with email:   ",""
"passed","Tue Oct 14 17:10:36 GMT 2025","Tue Oct 14 17:10:36 GMT 2025","0","tests.pytest","test_markers","TestUserAuthentication","","","test_logout",""
"passed","Tue Oct 14 17:10:22 GMT 2025","Tue Oct 14 17:10:24 GMT 2025","2413","LMS system","Authentication","Authorization","","","Attempt to login with email: user.name@gmail.com",""
"passed","Tue Oct 14 17:10:34 GMT 2025","Tue Oct 14 17:10:34 GMT 2025","1","tests.pytest","test_markers","TestUserAuthentication","","","test_login",""
"passed","Tue Oct 14 17:10:26 GMT 2025","Tue Oct 14 17:10:32 GMT 2025","5575","LMS system","Courses","Courses","","","Create course",""
"passed","Tue Oct 14 17:10:30 GMT 2025","Tue Oct 14 17:10:30 GMT 2025","0","tests.pytest","test_markers","TestUserInterface","","","test_forgot_password_link",""
