"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 14 16:26:44 GMT 2025","Tue Oct 14 16:26:46 GMT 2025","2153","LMS system","Authentication","Authorization","","","Attempt to login with email: user.name@gmail.com",""
"passed","Tue Oct 14 16:26:45 GMT 2025","Tue Oct 14 16:26:49 GMT 2025","4400","LMS system","Courses","Courses","","","Create course",""
"passed","Tue Oct 14 16:26:41 GMT 2025","Tue Oct 14 16:26:43 GMT 2025","2471","LMS system","Authentication","Authorization","","","Attempt to login with email: user.name@gmail.com",""
"passed","Tue Oct 14 16:26:41 GMT 2025","Tue Oct 14 16:26:43 GMT 2025","2151","LMS system","Authentication","Authorization","","","Attempt to login with email:   ",""
"passed","Tue Oct 14 16:26:43 GMT 2025","Tue Oct 14 16:26:45 GMT 2025","2091","LMS system","Authentication","Registration","","","Registration with correct email, username and password",""
"passed","Tue Oct 14 16:26:50 GMT 2025","Tue Oct 14 16:26:52 GMT 2025","1979","LMS system","Dashboard","Dashboard","","","Check displaying of dashboard page",""
"passed","Tue Oct 14 16:26:46 GMT 2025","Tue Oct 14 16:26:46 GMT 2025","2","tests.pytest","test_markers","","","","test_critical_login",""
"passed","Tue Oct 14 16:26:48 GMT 2025","Tue Oct 14 16:26:52 GMT 2025","3978","LMS system","Courses","Courses","","","Edit course",""
"passed","Tue Oct 14 16:26:51 GMT 2025","Tue Oct 14 16:26:51 GMT 2025","0","tests.pytest","test_markers","TestUserAuthentication","","","test_login",""
"passed","Tue Oct 14 16:26:46 GMT 2025","Tue Oct 14 16:26:46 GMT 2025","1","tests.pytest","test_markers","","","","test_regression_case",""
"passed","Tue Oct 14 16:26:53 GMT 2025","Tue Oct 14 16:26:53 GMT 2025","0","tests.pytest","test_markers","TestUserAuthentication","","","test_password_reset",""
"passed","Tue Oct 14 16:26:44 GMT 2025","Tue Oct 14 16:26:48 GMT 2025","4044","LMS system","Authentication","Authorization","","","User login with correct email and password",""
"passed","Tue Oct 14 16:26:41 GMT 2025","Tue Oct 14 16:26:43 GMT 2025","1959","LMS system","Authentication","Authorization","","","Navigation from login page to registration page",""
"passed","Tue Oct 14 16:26:46 GMT 2025","Tue Oct 14 16:26:46 GMT 2025","0","tests.pytest","test_markers","TestUserAuthentication","","","test_logout",""
"passed","Tue Oct 14 16:26:43 GMT 2025","Tue Oct 14 16:26:44 GMT 2025","1549","LMS system","Courses","Courses","","","Check displaying of empty courses list",""
"passed","Tue Oct 14 16:26:46 GMT 2025","Tue Oct 14 16:26:46 GMT 2025","0","tests.pytest","test_markers","TestUserInterface","","","test_forgot_password_link",""
