"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 15 20:04:09 GMT 2025","Wed Oct 15 20:04:12 GMT 2025","2584","LMS system","Dashboard","Dashboard","","","Check displaying of dashboard page",""
"passed","Wed Oct 15 20:04:01 GMT 2025","Wed Oct 15 20:04:04 GMT 2025","2520","LMS system","Authentication","Authorization","","","Attempt to login with email:   ",""
"passed","Wed Oct 15 20:04:04 GMT 2025","Wed Oct 15 20:04:05 GMT 2025","1846","LMS system","Courses","Courses","","","Check displaying of empty courses list",""
"passed","Wed Oct 15 20:04:04 GMT 2025","Wed Oct 15 20:04:08 GMT 2025","4023","LMS system","Authentication","Authorization","","","User login with correct email and password",""
"passed","Wed Oct 15 20:04:01 GMT 2025","Wed Oct 15 20:04:03 GMT 2025","1516","LMS system","Authentication","Authorization","","","Navigation from login page to registration page",""
"passed","Wed Oct 15 20:04:06 GMT 2025","Wed Oct 15 20:04:11 GMT 2025","4875","LMS system","Courses","Courses","","","Create course",""
"passed","Wed Oct 15 20:04:09 GMT 2025","Wed Oct 15 20:04:13 GMT 2025","4416","LMS system","Courses","Courses","","","Edit course",""
"passed","Wed Oct 15 20:04:03 GMT 2025","Wed Oct 15 20:04:06 GMT 2025","3039","LMS system","Authentication","Registration","","","Registration with correct email, username and password",""
"passed","Wed Oct 15 20:04:01 GMT 2025","Wed Oct 15 20:04:03 GMT 2025","2327","LMS system","Authentication","Authorization","","","Attempt to login with email: user.name@gmail.com",""
"passed","Wed Oct 15 20:04:04 GMT 2025","Wed Oct 15 20:04:06 GMT 2025","1990","LMS system","Authentication","Authorization","","","Attempt to login with email: user.name@gmail.com",""
