"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 13 15:38:38 GMT 2025","Mon Oct 13 15:38:41 GMT 2025","2293","LMS system","Dashboard","Dashboard","","","Check displaying of dashboard page",""
"passed","Mon Oct 13 15:38:30 GMT 2025","Mon Oct 13 15:38:32 GMT 2025","1549","LMS system","Courses","Courses","","","Check displaying of empty courses list",""
"passed","Mon Oct 13 15:38:31 GMT 2025","Mon Oct 13 15:38:34 GMT 2025","2322","LMS system","Authentication","Authorization","","","Attempt to login with email: user.name@gmail.com",""
"passed","Mon Oct 13 15:38:37 GMT 2025","Mon Oct 13 15:38:41 GMT 2025","4104","LMS system","Courses","Courses","","","Edit course",""
"passed","Mon Oct 13 15:38:34 GMT 2025","Mon Oct 13 15:38:34 GMT 2025","0","tests.pytest","test_markers","TestUserAuthentication","","","test_password_reset",""
"passed","Mon Oct 13 15:38:28 GMT 2025","Mon Oct 13 15:38:31 GMT 2025","2474","LMS system","Authentication","Authorization","","","Navigation from login page to registration page",""
"passed","Mon Oct 13 15:38:31 GMT 2025","Mon Oct 13 15:38:36 GMT 2025","4595","LMS system","Authentication","Authorization","","","User login with correct email and password",""
"passed","Mon Oct 13 15:38:28 GMT 2025","Mon Oct 13 15:38:31 GMT 2025","2659","LMS system","Authentication","Authorization","","","Attempt to login with email: user.name@gmail.com",""
"passed","Mon Oct 13 15:38:34 GMT 2025","Mon Oct 13 15:38:34 GMT 2025","0","tests.pytest","test_markers","","","","test_regression_case",""
"passed","Mon Oct 13 15:38:34 GMT 2025","Mon Oct 13 15:38:34 GMT 2025","0","tests.pytest","test_markers","TestUserInterface","","","test_forgot_password_link",""
"passed","Mon Oct 13 15:38:34 GMT 2025","Mon Oct 13 15:38:34 GMT 2025","0","tests.pytest","test_markers","","","","test_critical_login",""
"passed","Mon Oct 13 15:38:33 GMT 2025","Mon Oct 13 15:38:37 GMT 2025","4482","LMS system","Courses","Courses","","","Create course",""
"passed","Mon Oct 13 15:38:28 GMT 2025","Mon Oct 13 15:38:31 GMT 2025","2396","LMS system","Authentication","Authorization","","","Attempt to login with email:   ",""
"passed","Mon Oct 13 15:38:31 GMT 2025","Mon Oct 13 15:38:34 GMT 2025","2881","LMS system","Authentication","Registration","","","Registration with correct email, username and password",""
"passed","Mon Oct 13 15:38:39 GMT 2025","Mon Oct 13 15:38:39 GMT 2025","0","tests.pytest","test_markers","TestUserAuthentication","","","test_login",""
"passed","Mon Oct 13 15:38:34 GMT 2025","Mon Oct 13 15:38:34 GMT 2025","0","tests.pytest","test_markers","TestUserAuthentication","","","test_logout",""
