"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Oct 19 11:53:43 GMT 2025","Sun Oct 19 11:53:45 GMT 2025","1904","LMS system","Authentication","Authorization","","","Attempt to login with email: user.name@gmail.com",""
"passed","Sun Oct 19 11:53:48 GMT 2025","Sun Oct 19 11:53:51 GMT 2025","2581","LMS system","Dashboard","Dashboard","","","Check displaying of dashboard page",""
"passed","Sun Oct 19 11:53:46 GMT 2025","Sun Oct 19 11:53:51 GMT 2025","5128","LMS system","Courses","Courses","","","Create course",""
"passed","Sun Oct 19 11:53:43 GMT 2025","Sun Oct 19 11:53:45 GMT 2025","1900","LMS system","Courses","Courses","","","Check displaying of empty courses list",""
"passed","Sun Oct 19 11:53:40 GMT 2025","Sun Oct 19 11:53:42 GMT 2025","1676","LMS system","Authentication","Authorization","","","Navigation from login page to registration page",""
"passed","Sun Oct 19 11:53:48 GMT 2025","Sun Oct 19 11:53:53 GMT 2025","4595","LMS system","Courses","Courses","","","Edit course",""
"passed","Sun Oct 19 11:53:40 GMT 2025","Sun Oct 19 11:53:43 GMT 2025","2746","LMS system","Authentication","Authorization","","","Attempt to login with email:   ",""
"passed","Sun Oct 19 11:53:44 GMT 2025","Sun Oct 19 11:53:48 GMT 2025","4065","LMS system","Authentication","Authorization","","","User login with correct email and password",""
"passed","Sun Oct 19 11:53:42 GMT 2025","Sun Oct 19 11:53:45 GMT 2025","2996","LMS system","Authentication","Registration","","","Registration with correct email, username and password",""
"passed","Sun Oct 19 11:53:40 GMT 2025","Sun Oct 19 11:53:42 GMT 2025","2324","LMS system","Authentication","Authorization","","","Attempt to login with email: user.name@gmail.com",""
